"拼音排序","編號","詞彙","拼音","等級","詞類","英文解釋"
3018,"3212","營養","yíngyăng ","I","(VS)","nutritive, alimental"
3025,"2331","硬","yìng ","I","(VS)","hard, stiff, firm, tough, obstinate"
3030,"3186","優惠","yōuhuì ","I","(VS)","give preferential/special treatment"
3031,"3184","優良","yōuliáng ","I","(VS)","fine, good"
3032,"3185","優美","yōuměi ","I","(VS)","graceful, exquisite"
3033,"1350","幽默","yōumò ","I","(VS)","humor"
3034,"3183","優秀","yōuxiù ","I","(VS)","outstanding, excellent"
3035,"3187","優越","yōuyuè ","I","(VS)","superior, outstanding"
3046,"0756","有關","yŏuguān ","I","(VS)","be related"
3047,"0229","友好","yŏuhăo ","I","(VS)","friendly, amicable"
3048,"0749","有力","yŏulì ","I","(VS)","strong, forceful, powerful"
3049,"0750","有利","yŏulì ","I","(VS)","be advantageous/beneficial"
3051,"0753","有效","yŏuxiào ","I","(VS)","efficacious, effective, valid"
3056,"1322","勇敢","yŏnggăn ","I","(VS)","brave, courageous"
3058,"3100","擁擠","yōngjĭ ","I","(VS)","crowded, pushed and squeezed together"
3060,"3098","擁有","yŏngyŏu ","I","(VS)","possess, have, own"
3063,"0541","用得著","yòngdezháo","I","(VS)",
3066,"0535","用力","yònglì ","I","(VS)","exert self (physically)"
3068,"0537","用心","yòngxīn ","I","(VS)","be diligent/attentive"
3069,"2235","愉快","yúkuài ","I","(VS)","be happy, be cheerful"
3078,"2694","遇","yù ","I","(VS)","meet, encounter, treat, receive"
3086,"2544","暈","yūn ","I","(VS)","faint"
3093,"1575","冤枉","yuānwăng ","I","(VS)","treat unjustly"
3097,"1583","原來","yuánlái ","I","(VS)","original"
3100,"2481","圓滿","yuánmăn ","I","(VS)","satisfactory"
3101,"1584","原始","yuánshĭ ","I","(VS)","original, firsthand, primeval, primitive"
3107,"2887","遠大","yuăndà ","I","(VS)","great"
3108,"3366","願","yuàn ","I","(VS)","wish, desire"
3123,"3312","雜","zá ","I","(VS)","mix, mingle"
3130,"0674","在乎","zàihū ","I","(VS)","care about, mind"
3132,"0676","在意","zàiyì ","I","(VS)","pay attention to"
3133,"0675","在於","zàiyú ","I","(VS)","be at/in/on, depend on, rest with"
3135,"3351","贊成","zànchéng ","I","(VS)","approve, endorse, assist"
3138,"3218","糟","zāo ","I","(VS)","rotten, spoiled (lit./fig.)"
3139,"3055","遭到","zāodào ","I","(VS)","meet with, encounter"
3140,"3219","糟糕","zāogāo ","I","(VS)","What a mess! ; Too bad!"
3141,"3056","遭受","zāoshòu ","I","(VS)","suffer"
3159,"2921","增長","zēngzhăng ","I","(VS)","become longer"
3163,"1741","窄","zhăi ","I","(VS)","narrow, petty, hard up"
3170,"0412","占/佔","zhàn ","I","(VS)","constitute, make up, account for"
3173,"0413","占/佔有","zhànyŏu ","I","(VS)","own, have, occupy, hold"
3178,"1265","長","zhăng ","I","(VS)","(1) older, elder, eldest, senior; (2) grow, grow up, increase"
3179,"2810","漲","zhăng ","I","(VS)","rise, go up (of water/prices/etc.)"
3180,"2811","漲價","zhăngjià ","I","(VS)","rise in price"
3191,"2577","照常","zhàocháng ","I","(VS)","as usual"
3202,"2126","這樣子","zhèyàngzi ","I","(VS)","like this"
3207,"1436","珍貴","zhēnguì ","I","(VS)","valuable, precious"
3209,"1716","真實","zhēnshí ","I","(VS)","true, real, authentic, factual"
3212,"1711","真心","zhēnxīn ","I","(VS)","true heart, sincerity"
3225,"3110","整","zhěng ","I","(VS)","put in order, arrange, consolidate, repair, mend, do, to teach a lesson, punish"
3228,"3115","整潔","zhěngjié ","I","(VS)","clean and tidy, neat"
3231,"0508","正","zhèng ","I","(VS)","straight, upright, central, honest, just, unbiased"
3236,"0511","正好","zhènghăo ","I","(VS)","just right, at the right moment"
3239,"0515","正經","zhèngjīng ","I","(VS)","serious"
3245,"0513","正式","zhèngshì ","I","(VS)","formal (of actions/speeches/etc.)"
3249,"1214","知","zhī ","I","(VS)","know, realize, sense, inform, notify"
3261,"1559","值","zhí ","I","(VS)","(1) be worth; (2) happen"
3265,"1212","直接","zhíjiē ","I","(VS)","direct, immediate"
3273,"0437","止","zhĭ","I","(VS)","stop"
3298,"0171","中","zhōng ","I","(VS)","[aspect] (used after a verb to indicate continuity) in the course of, in the process of"
3306,"2620","腫","zhŏng ","I","(VS)","swell"
3310,"0172","中","zhōng ","I","(VS)","hit (target), attain, be hit by, pass an exam"
3311,"1519","重","zhòng ","I","(VS)","value, put emphasis/stress on"
3312,"1520","重大","zhòngdà ","I","(VS)","great, weighty, major, significant"
3314,"0175","中毒","zhòngdú ","I","(VS)","poison, taint, be poisoned"
3316,"1524","重傷","zhòngshāng ","I","(VS)","severely injured"
3318,"1522","重視","zhòngshì ","I","(VS)","attach importance to, take sth. seriously, value"
3323,"1079","周到","zhōudào ","I","(VS)","thoughtful"
3329,"0334","主動","zhŭdòng ","I","(VS)","on one's own initiative"
3331,"0341","主觀","zhŭguān ","I","(VS)","subjective"
3344,"2371","著名","zhùmíng ","I","(VS)","famous, celebrated"
3352,"1920","專門","zhuānmén ","I","(VS)","professional"
3353,"1921","專門","zhuānmén ","I","(VS)","special, specialized"
3355,"1918","專心","zhuānxīn ","I","(VS)","be absorbed in, concentrate effort"
3356,"1923","專業","zhuānyè ","I","(VS)","special field of research, specialty, discipline"
3358,"3297","轉","zhuăn ","I","(VS)","turn, revolve, rotate"
3360,"3304","轉變","zhuănbiàn ","I","(VS)","change, transform"
3369,"0888","壯","zhuàng ","I","(VS)","strong, robust, sturdy, magnificent"
3375,"2566","準","zhŭn ","I","(VS)","accurate, exact"
3378,"2568","準確","zhŭnquè ","I","(VS)","accurate, exact, precise"
3379,"2567","準時","zhŭnshí ","I","(VS)","punctually"
3387,"2363","紫","zĭ ","I","(VS)","purpleness, purple, empurpled"
3389,"0357","仔細","zĭxì ","I","(VS)","be careful"
3391,"0798","自動","zìdòng ","I","(VS)","automatic"
3395,"0801","自然","zìrán ","I","(VS)","natural, free from affectation"
3397,"0795","自私","zìsī ","I","(VS)","selfish, self-centered"
3400,"0797","自信","zìxìn ","I","(VS)","be self-confident"
3402,"0803","自願","zìyuàn ","I","(VS)","act voluntarily"
3403,"0792","自在","zìzài ","I","(VS)","free, unrestrained"
3404,"0791","自主","zìzhŭ ","I","(VS)","be one's own master, take initiative"
3412,"2841","綜合","zònghé ","I","(VS)","synthetical, comprehensive, multiple, composite"
3418,"0990","足","zú ","I","(VS)","sufficient"
3419,"0991","足以","zúyĭ ","I","(VS)","sufficient/enough to"
3431,"3059","醉","zuì ","I","(VS)","tipsy, intoxicated, inebriate, drunk"
3434,"2175","最佳","zuìjiā ","I","(VS)","optimum, best, first-rate"
3436,"2220","尊敬","zūnjìng ","I","(VS)","respect, honor, esteem"
3437,"3157","遵守","zūnshŏu ","I","(VS)","observe, abide by"
3438,"2219","尊重","zūnzhòng ","I","(VS)","respect, value, esteem"
5,"1225","矮","ăi ","B","(VS)","short (of stature), low"
6,"1197","愛","ài ","B","(VS)","to love / be apt to"
8,"0433","安靜","ānjìng ","B","(VS)","to be quiet, calm, peaceful"
11,"0429","安全","ānquán ","B","(VS)","to be safe, secure"
19,"0337","白","bái ","B","(VS)","white"
37,"1098","棒","bàng ","B","(VS)","good; fine; excellent, great!"
42,"1289","飽","băo ","B","(VS)","to be full (after eating)"
44,"0651","抱歉","bàoqiàn ","B","(VS)","be sorry/apologetic"
57,"1026","笨","bèn ","B","(VS)","stupid, dull, clumsy, awkward, cumbersome"
67,"1020","畢業","bìyè ","B","(VS)","to graduate from a school"
70,"1540","變","biàn ","B","(VS)","become, change into; to perform"
74,"1543","變化","biànhuà ","B","(VS)","to change, vary"
90,"0892","病","bìng ","B","(VS)","to becme ill, to be sick"
93,"0127","不錯","búcuò ","B","(VS)","to be not bad, pretty good"
96,"0120","不見(了)","bújiàn(le) ","B","(VS)","disappear, be lost"
97,"0121","不客氣","búkèqì ","B","(VS)","you're welcome"
99,"0123","不要緊","búyàojǐn ","B","(VS)","unimportant, never mind"
104,"0124","不得了","bùdéliăo ","B","(VS)","to be extremely, to be exceedingly"
108,"0117","不好意思","bùhăoyìsi ","B","(VS)","to feel embarrassed; to be ill at ease"
111,"0111","不少","bùshăo ","B","(VS)","a lot of"
113,"0116","不同","bùtóng ","B","(VS)","different"
114,"0118","不行","bùxíng ","B","(VS)","be not permitted"
131,"1468","聰明","cōngmíng ","B","(VS)","to be intelligent"
136,"1438","錯","cuò ","B","(VS)","to be wrong / mistake"
142,"0859","差","chà","B","(VS)","(1)inferior, poor; (2)be short, lack"
143,"0861","差不多","chàbùduō ","B","(VS)","be similar to, be about the same…"
146,"0698","長","cháng ","B","(VS)","long"
159,"0443","成功","chénggōng ","B","(VS)","succeed"
161,"1252","誠實","chéngshí ","B","(VS)","honest"
165,"1436","遲到","chídào ","B","(VS)","to be/come/arrive late"
168,"0911","臭","chòu ","B","(VS)","foul, stinking, malodorous"
174,"0248","出現","chūxiàn ","B","(VS)","to appear, to arise, to emerge"
192,"0077","大","dà ","B","(VS)","to be big, to be large"
199,"0086","大聲","dàshēng ","B","(VS)","loud"
208,"1413","擔心","dānxīn ","B","(VS)","to worry, feel anxious"
209,"1007","淡","dàn ","B","(VS)","(1)tasteless, weak, thin, light, pale; (2)indifferent, trivial, dull"
232,"0974","得","dé ","B","(VS)","to get, take (sick)"
233,"0976","得到","dédào ","B","(VS)","succeed in obtaining, gain, receive"
239,"0498","低","dī ","B","(VS)","to be low"
268,"0987","掉","diào ","B","(VS)","to fall,  to drop, to lose"
270,"0350","丟2","diū ","B","(VS)","lose, misplace"
276,"1455","懂","dǒng ","B","(VS)","to understand"
285,"1121","短","duăn ","B","(VS)","to be short"
289,"1297","對","duì ","B","(VS)","to be right, correct"
291,"1300","對不起","duìbùqǐ ","B","(VS)","I'm sorry; Excuse me"
293,"1299","對了","duìle ","B","(VS)","(1)That's it; (2)by the way"
296,"0404","多","duō ","B","(VS)","many, much, more, more than the correct/required number, excessive, too much, much/far more"
303,"1406","餓","è ","B","(VS)","to be hungry"
311,"1120","發燒","fāshāo ","B","(VS)","to be under an attack of fever"
312,"1116","發生","fāshēng ","B","(VS)","to happen, to occur, take place"
317,"0193","方便","fāngbiàn ","B","(VS)","to be convenient"
328,"0655","放假","fàngjià ","B","(VS)","to have a holiday, vacation"
329,"0654","放心","fàngxīn ","B","(VS)","to be at ease, not worry"
341,"1494","豐富","fēngfù ","B","(VS)","rich, abundant, plentiful"
349,"0814","負責","fùzé ","B","(VS)","be responsible for, be in charge of"
351,"1250","該","gāi ","B","(VS)","be sb.'s turn to do sth."
355,"0935","乾","gān ","B","(VS)","to be dry"
356,"0936","乾淨","gānjìng ","B","(VS)","to be clean"
357,"1088","敢","găn ","B","(VS)","to dare"
359,"1194","感覺","gănjué ","B","(VS)","to feel, to perceive, to become aware of"
361,"1191","感冒","gănmào ","B","(VS)","to have a cold; cold, flu"
362,"1192","感謝","gănxiè ","B","(VS)","to thank, to be grateful"
366,"0933","高","gāo ","B","(VS)","to be tall, to be high"
367,"0934","高興","gāoxìng ","B","(VS)","to be happy"
387,"0150","公共","gōnggòng ","B","(VS)","public, common, communal"
396,"0862","恭喜","gōngxǐ ","B","(VS)","to congratulate"
405,"0965","夠","gòu ","B","(VS)","be enough/sufficient/adequate"
409,"0589","乖","guāi ","B","(VS)","well-behaved"
410,"0636","怪","guài ","B","(VS)","to be strange, to be queer, to be unusual"
412,"1511","關","guān ","B","(VS)","to concern, implicate"
414,"1512","關心","guānxīn ","B","(VS)","be concerned about"
418,"1144","貴","guì ","B","(VS)","to be expensive"
419,"1145","貴姓","guìxìng ","B","(VS)","What's your last name?"
437,"0852","害怕","hàipà ","B","(VS)","be afraid/ scared"
444,"0411","好","hăo ","B","(VS)","to be good/ well"
445,"0415","好吃","hăochī ","B","(VS)","to be fond of eating"
449,"0413","好久","hăojiŭ ","B","(VS)","for a long time"
450,"0414","好久不見","hăojiŭbújiàn ","B","(VS)","long time no see"
451,"0419","好看","hăokàn ","B","(VS)","to be good-looking"
453,"0423","好聽","hăotīng  ","B","(VS)","to be pleasant to listen to, pleasing to the ear, nice sounding "
456,"0418","好玩(兒)","hăowán(ér) ","B","(VS)","to be interesting, to be full of fun"
465,"0381","合作","hézuò ","B","(VS)","to cooperate, to collaborate, to work together"
466,"1178","黑","hēi ","B","(VS)","to be black, to be dark"
474,"0791","紅","hóng ","B","(VS)","to be red"
484,"0688","花","huā ","B","(VS)","flowery, florid, profligate"
492,"1507","壞","huài ","B","(VS)","to be bad"
493,"1532","歡迎","huānyíng ","B","(VS)","welcome"
497,"1176","黃","huáng ","B","(VS)"," to be yellow"
508,"1207","會","huì ","B","(VS)","can,be able to, be good at, be skillful in"
511,"0771","活","huó ","B","(VS)","to be alive; to be nimble"
525,"0746","急","jí ","B","(VS)","to be anxious, rushing"
528,"1457","擠","jǐ ","B","(VS)","crowede, crammed, packed"
531,"0916","記","jì ","B","(VS)","to remember, bear in mind, commit to memory"
534,"0918","記得","jìdé ","B","(VS)","to remember"
545,"0939","假","jiă ","B","(VS)","to be false, fake, a sham, phony"
549,"1491","簡單","jiăndān ","B","(VS)","to be simple, uncomplicated"
552,"0944","健康","jiànkāng ","B","(VS)","to be healthy, in good physical condition; health"
572,"0275","叫","jiào ","B","(VS)","let, make"
586,"1131","結束","jiéshù ","B","(VS)","to end, close, conclude"
599,"1322","緊","jǐn ","B","(VS)","tight, taut"
600,"1323","緊張","jǐnzhāng ","B","(VS)","to be nervous, to be tense"
601,"0696","近","jìn ","B","(VS)","to be near"
603,"1155","進步","jìnbù ","B","(VS)","progress; to improve"
614,"0066","久","jiŭ ","B","(VS)","to be a long time"
617,"1492","舊","jiù ","B","(VS)","to be old, to be used"
625,"1522","覺得","juéde ","B","(VS)","to feel, to think, to consider"
633,"1167","開花","kāihuā ","B","(VS)","to flower, to bloom, to blossom"
636,"1165","開始","kāishǐ ","B","(VS)","to start, to begin"
639,"1161","開心","kāixīn ","B","(VS)","feel happy, rejoice"
640,"1169","開學","kāixué ","B","(VS)","start school, begin term"
655,"0786","科學","kēxué ","B","(VS)","scientific"
657,"1105","渴","kě ","B","(VS)","to be thirsty"
660,"0270","可愛","kěài ","B","(VS)","to be lovable, likeable, adorable, cute"
666,"0266","可以","kěyǐ ","B","(VS)","passable, pretty good, not bad"
671,"0733","客氣","kèqì ","B","(VS)","to be polite"
675,"0686","肯","kěn ","B","(VS)","to be willing to"
680,"0683","空","kōng ","B","(VS)","to beempty"
684,"0802","苦","kŭ ","B","(VS)","bitter"
688,"0527","快","kuài ","B","(VS)","to be fast"
690,"0530","快樂","kuàilè ","B","(VS)","happy, cheerful"
693,"0513","困難","kùnnán ","B","(VS)","difficult"
698,"1493","藍","lán ","B","(VS)","blue/ to be blue"
700,"0472","老","lăo ","B","(VS)","old, aged"
706,"1029","累","lèi ","B","(VS)","to be tired"
707,"0500","冷","lěng ","B","(VS)","to be cold"
729,"1005","涼","liáng ","B","(VS)","to be cool"
730,"1006","涼快","liángkuài ","B","(VS)","to be (pleasantly) cool"
732,"0711","亮","liàng ","B","(VS)","to be sunny, to be bright"
736,"0022","了解","liăojiě ","B","(VS)","to understand, to comprehend"
752,"1321","綠","lǜ","B","(VS)"," to be green"
757,"1180","亂","luàn ","B","(VS)","to be messy"
761,"1065","麻煩","máfán ","B","(VS)","to trouble"
769,"1313","滿","măn ","B","(VS)","to be full"
770,"1314","滿意","mănyì ","B","(VS)","satisfied, pleased"
771,"1304","慢","màn ","B","(VS)","to be slow; slowly"
772,"1306","慢慢","mànmàn ","B","(VS)","slowly; gradually"
774,"0441","忙","máng ","B","(VS)","to be busy"
782,"0549","沒","méi ","B","(VS)","not have, there is not, be without"
783,"0558","沒錯","méicuò ","B","(VS)","I' m quite sure"
784,"0559","沒關係","méiguānxì ","B","(VS)","no problem, never mind, it doesn' t matter"
785,"0550","沒什麼","méishéme ","B","(VS)","nothing important; not bad; it is nothing to"
786,"0555","沒事(兒)","méishì(ér) ","B","(VS)","nothing important or exciting; all right"
787,"0556","沒問題","méiwèntí ","B","(VS)","No problem"
788,"0557","沒意思","méiyìsi ","B","(VS)","boring"
791,"0554","沒有","méiyǒu ","B","(VS)","not have, there is not"
792,"0551","沒用","méiyòng ","B","(VS)","useless"
794,"0796","美","měi ","B","(VS)","to be beautiful"
795,"0797","美麗","měilì ","B","(VS)","beautiful"
806,"0657","明白","míngbái ","B","(VS)","to understand, to know, to realize"
835,"0585","那樣","nàyàng ","B","(VS)","such, so, in that case"
840,"1514","難","nán ","B","(VS)","to be difficult"
844,"1516","難過","nánguò ","B","(VS)","to be sad, to be distressed"
846,"1515","難看","nánkàn ","B","(VS)","ugly"
865,"0440","年輕","niánqīng","B","(VS)","to be young"
880,"0507","努力","nŭlì ","B","(VS)","make great effort, try hard"
881,"1205","暖和","nuănhuo ","B","(VS)","to be warm"
884,"0637","怕","pà ","B","(VS)","to fear"
890,"0798","胖","pàng ","B","(VS)","to be fat"
898,"0718","便宜","piányí ","B","(VS)","to be cheap"
901,"0307","平","píng ","B","(VS)","flat, level "
902,"0308","平安","píngān ","B","(VS)","safe and sound"
907,"1309","漂亮","piàoliàng ","B","(VS)","to be beautiful, to be pretty"
908,"0900","破","pò ","B","(VS)","to be broken"
912,"0619","奇怪","qíguài ","B","(VS)","to be strange, to be queer, to be unusual"
919,"0881","氣","qì ","B","(VS)","anger, get angry"
931,"1008","淺","qiăn ","B","(VS)","(1)shallow; easy, simple; (2)superficial; (3)light (of color)"
937,"1341","輕","qīng ","B","(VS)","to be light"
938,"1009","清","qīng ","B","(VS)","pure, clear "
940,"1010","清楚","qīngchŭ ","B","(VS)","to be clear"
942,"1090","晴","qíng ","B","(VS)","fine, clear, fair"
963,"1546","讓","ràng ","B","(VS)","used in a passive sentence structure to introduce the agent; to let, to allow, to permit , to make"
964,"1376","熱","rè ","B","(VS)","to be hot"
966,"1379","熱鬧","rènào ","B","(VS)","to be lively, to be fun, to be bustling with noise"
975,"1334","認得","rèndé ","B","(VS)","to know (as in to recognize)"
977,"1335","認識","rènshì ","B","(VS)","to recognize, to realize"
979,"1333","認真","rènzhēn ","B","(VS)","to be conscientious, earnest, serious"
986,"0858","容易","róngyì ","B","(VS)","to be easy"
993,"0466","死","sǐ ","B","(VS)","to die"
997,"1343","酸","suān ","B","(VS)","to be sour"
1000,"1444","隨便","suíbiàn ","B","(VS)","whatever, wherever, whenever, do as one please"
1023,"0173","少","shăo ","B","(VS)","few, less"
1024,"0174","少","shăo ","B","(VS)","be deficient, (of things) to be missing"
1028,"1011","深","shēn ","B","(VS)","(1)to be  deep; (2)profound or difficult (for); (3)(of colors) dark or deep"
1033,"0333","生病","shēngbìng ","B","(VS)","to become ill, to be sick"
1036,"0332","生氣","shēngqì ","B","(VS)","to be angry;  to take offense"
1042,"1073","剩","shèng ","B","(VS)","to be left over; to remain"
1066,"1380","瘦","shòu ","B","(VS)","to be thin"
1071,"1136","舒服","shūfú ","B","(VS)","comfortable"
1074,"1375","熟","shóu ","B","(VS)","ripe, cooked, done, deep (sleep, thoughts, etc.)"
1110,"0919","討厭","tăoyàn ","B","(VS)","to loathe, to dislike, to have a dislike of, to take an aversion to"
1112,"0887","特別","tèbié ","B","(VS)","to be special"
1113,"0894","疼","téng ","B","(VS)","to be ache, to be in pain, to be sore"
1114,"0895","疼","téng ","B","(VS)","to love dearly"
1124,"1018","甜","tián ","B","(VS)","to be sweet"
1133,"0937","停","tíng ","B","(VS)","to stop"
1135,"1050","通","tōng ","B","(VS)","unimpeded, unblocked"
1142,"0371","同意","tóngyì ","B","(VS)","to agree, to consent, to approve"
1143,"0372","同樣","tóngyàng ","B","(VS)","same, equal, similar"
1145,"1113","痛","tòng ","B","(VS)","to be painful"
1146,"1114","痛苦","tòngkŭ ","B","(VS)","be painful"
1167,"0517","完","wán","B","(VS)","to finish, to complete (something)"
1171,"0997","晚","wăn ","B","(VS)","to be late"
1173,"0999","晚安","wănān ","B","(VS)","good night"
1181,"0525","忘","wàng ","B","(VS)","to forget"
1182,"0526","忘記","wàngjì ","B","(VS)","to forget"
1183,"0368","危險","wéixiăn ","B","(VS)","dangerous, perilous"
1185,"1075","喂","wèi ","B","(VS)","hello, hey"
1202,"1106","無聊","wúliáo ","B","(VS)","to be bored ; to be boring and uninteresting; to be a nuisance; to be nonsensical"
1210,"0520","希望","xīwàng ","B","(VS)","to hope, to wish"
1213,"1031","習慣","xíguàn ","B","(VS)","be accustomed/used to"
1215,"1076","喜歡","xǐhuān ","B","(VS)","to like"
1219,"1028","細","xì ","B","(VS)","to be fine, delicate"
1226,"0053","下課","xiàkè ","B","(VS)","to get out of class, end of class"
1239,"0828","香","xiāng ","B","(VS)","to be scented, to be fragrant"
1241,"0776","相信","xiāngxìn ","B","(VS)","to believe (in); to trust"
1244,"1531","響","xiăng ","B","(VS)","to make a sound; loud"
1249,"0093","小","xiăo ","B","(VS)","small, little, petty, minor; young"
1256,"0094","小心","xiăoxīn ","B","(VS)","to take care, be careful"
1268,"1474","謝謝","xièxie ","B","(VS)","to thanks, to thank you"
1270,"1202","新","xīn ","B","(VS)","to be new"
1271,"0577","辛苦","xīnkŭ ","B","(VS)","hard, toilsome, painstaking"
1276,"0713","信","xìn ","B","(VS)","to trust; to believe"
1285,"0484","行","xíng ","B","(VS)","to be OK, to be permitted"
1292,"1345","需要","xūyào ","B","(VS)","to need, to demand"
1314,"0810","要緊","yàojǐn ","B","(VS)","important, essential, critical, serious"
1321,"1518","嚴重","yánzhòng ","B","(VS)","serious, grave, critical"
1345,"0013","一樣","yíyàng ","B","(VS)","same, equal, similar"
1364,"1060","陰","yīn ","B","(VS)","(of weather) overcast"
1385,"0459","有空","yǒukòng ","B","(VS)","have time (to do sth.)"
1386,"0457","有名","yǒumíng ","B","(VS)","well-known, famous"
1387,"0462","有錢","yǒuqián ","B","(VS)","be rich/wealthy"
1388,"0461","有趣","yǒuqù ","B","(VS)","interesting, fascinating, amusing"
1390,"0460","有意思","yǒuyìsi","B","(VS)","to be interesting"
1391,"0456","有用","yǒuyòng ","B","(VS)","to be useful"
1399,"0336","用功","yònggōng ","B","(VS)","to be studious, industrious, to be hard working"
1417,"1183","圓","yuán ","B","(VS)","to be round, to be circular"
1420,"0839","原諒","yuánliàng ","B","(VS)","to excuse, to forgive, to pardon"
1422,"1342","遠","yuăn ","B","(VS)","to be far from"
1423,"1517","願意","yuànyì ","B","(VS)","be willing"
1435,"1539","髒","zāng ","B","(VS)","to be dirty"
1436,"0447","早","zăo ","B","(VS)","to be early"
1437,"0449","早安","zăoān ","B","(VS)","good morning"
1443,"0750","怎麼辦","zěnmebàn ","B","(VS)","What now ?"
1444,"0748","怎麼了","zěnmele ","B","(VS)","what's wrong?"
1445,"0749","怎麼樣","zěnmeyàng ","B","(VS)","How about…… ? How's everything ?"
1447,"1355","增加","zēngjiā ","B","(VS)","to increase; to raise; to add; to step up"
1453,"0481","自由","zìyóu ","B","(VS)","free, unrestrained"
1483,"0699","長","zhăng ","B","(VS)",
1484,"0700","長大","zhăngdà ","B","(VS)","to grow; to grow up"
1485,"1138","著急","zhāojí ","B","(VS)","to be nervous, anxious"
1502,"1048","這樣","zhèyàng ","B","(VS)","such, this kind"
1504,"0897","真","zhēn ","B","(VS)","real, true"
1506,"0899","真正","zhēnzhèng ","B","(VS)","genuine, true, real"
1507,"1414","整齊","zhěngqí ","B","(VS)","in good order, neat, tidy"
1509,"0322","正常","zhèngcháng ","B","(VS)","normal, regular"
1510,"0323","正確","zhèngquè ","B","(VS)","correct, right, proper"
1515,"0682","知道","zhīdào ","B","(VS)","to know"
1516,"0681","直","zhí ","B","(VS)","(1)straight, vertical; (2)just, righteous, honest, frank, forthright, stiff, numb"
1517,"0829","值得","zhídé ","B","(VS)","to be worth while, worth (doing something)"
1536,"0816","重","zhòng ","B","(VS)","(1)heavy, weighty; (2)serious; (3)strong, considerable in amount/value"
1537,"0817","重要","zhòngyào ","B","(VS)","to be important, to be vital"
1544,"0229","主要","zhŭyào ","B","(VS)","main, chief, principal, major"
1548,"0670","注意","zhùyì ","B","(VS)","to pay attention to, to take notice of "
1,"1387","挨","āi ","A","(VS)","get close to,be next to,follow in sequence or along designated route/direction"
2,"2119","愛戴","àidài ","A","(VS)","love and respect"
